1	7.958e-06	1.00461e-05
2	4.546e-06	1.01198e-05
3	4.214e-06	1.02041e-05
4	4.864e-06	1.02951e-05
5	6.786e-06	1.03912e-05
6	7.776e-06	1.04913e-05
7	7.469e-06	1.05948e-05
8	7.804e-06	1.07011e-05
9	8.575e-06	1.081e-05
10	9.682e-06	1.0921e-05
11	1.0375e-05	1.10341e-05
12	1.1751e-05	1.1149e-05
13	1.197e-05	1.12656e-05
14	1.3245e-05	1.13837e-05
15	1.41e-05	1.15032e-05
16	1.5102e-05	1.16241e-05
17	1.5775e-05	1.17462e-05
18	1.6652e-05	1.18695e-05
19	1.8327e-05	1.19939e-05
20	1.837e-05	1.21193e-05
21	1.9439e-05	1.22458e-05
22	2.0353e-05	1.23732e-05
23	2.0926e-05	1.25015e-05
24	2.1791e-05	1.26307e-05
25	2.3907e-05	1.27607e-05
26	2.4e-05	1.28916e-05
27	2.4216e-05	1.30231e-05
28	2.6036e-05	1.31555e-05
29	2.6722e-05	1.32885e-05
30	2.6781e-05	1.34223e-05
31	2.8436e-05	1.35567e-05
32	2.8636e-05	1.36917e-05
33	3.0903e-05	1.38274e-05
34	3.1191e-05	1.39637e-05
35	3.1299e-05	1.41006e-05
36	3.3942e-05	1.4238e-05
37	3.4549e-05	1.4376e-05
38	3.5156e-05	1.45145e-05
39	3.6051e-05	1.46536e-05
40	3.6728e-05	1.47932e-05
41	3.8673e-05	1.49332e-05
42	3.8939e-05	1.50738e-05
43	3.9563e-05	1.52149e-05
44	1.3906e-05	1.53564e-05
45	1.3649e-05	1.54983e-05
46	1.4026e-05	1.56407e-05
47	1.4793e-05	1.57836e-05
48	1.4529e-05	1.59268e-05
49	1.5174e-05	1.60705e-05
50	1.5533e-05	1.62146e-05
51	1.5562e-05	1.63591e-05
52	1.5794e-05	1.6504e-05
53	1.616e-05	1.66492e-05
54	1.6586e-05	1.67949e-05
55	1.6329e-05	1.69409e-05
56	1.6305e-05	1.70873e-05
57	1.7591e-05	1.7234e-05
58	1.7288e-05	1.73811e-05
59	1.8271e-05	1.75285e-05
60	1.7857e-05	1.76763e-05
61	1.7949e-05	1.78244e-05
62	1.8297e-05	1.79729e-05
63	1.9134e-05	1.81216e-05
64	1.8999e-05	1.82707e-05
65	1.9548e-05	1.84201e-05
66	2.0199e-05	1.85698e-05
67	2.0302e-05	1.87198e-05
68	2.0681e-05	1.887e-05
69	2.0614e-05	1.90206e-05
70	2.0604e-05	1.91715e-05
71	2.1034e-05	1.93227e-05
72	2.1219e-05	1.94741e-05
73	2.152e-05	1.96258e-05
74	2.1873e-05	1.97778e-05
75	2.214e-05	1.99301e-05
76	2.3097e-05	2.00826e-05
77	2.277e-05	2.02354e-05
78	2.2792e-05	2.03885e-05
79	2.3125e-05	2.05418e-05
80	2.3605e-05	2.06954e-05
81	2.3978e-05	2.08492e-05
82	2.5373e-05	2.10033e-05
83	2.4713e-05	2.11576e-05
84	2.4726e-05	2.13121e-05
85	2.515e-05	2.14669e-05
86	2.575e-05	2.16219e-05
87	2.6556e-05	2.17772e-05
88	2.7011e-05	2.19327e-05
89	2.7195e-05	2.20884e-05
90	2.7503e-05	2.22443e-05
91	2.6943e-05	2.24005e-05
92	2.6776e-05	2.25568e-05
93	2.7813e-05	2.27134e-05
94	2.8377e-05	2.28703e-05
95	2.8153e-05	2.30273e-05
96	2.8629e-05	2.31845e-05
97	2.855e-05	2.3342e-05
98	2.8637e-05	2.34996e-05
99	2.9002e-05	2.36575e-05
100	2.9501e-05	2.38155e-05
101	3.0378e-05	2.39738e-05
102	3.0278e-05	2.41322e-05
103	3.1653e-05	2.42909e-05
104	3.2022e-05	2.44497e-05
105	3.1614e-05	2.46087e-05
106	3.2334e-05	2.4768e-05
107	3.2017e-05	2.49274e-05
108	3.2583e-05	2.5087e-05
109	3.3058e-05	2.52468e-05
110	3.312e-05	2.54067e-05
111	3.2558e-05	2.55669e-05
112	4.7836e-05	2.57272e-05
113	3.2356e-05	2.58877e-05
114	3.1919e-05	2.60484e-05
115	3.3868e-05	2.62093e-05
116	3.2906e-05	2.63703e-05
117	3.3801e-05	2.65315e-05
118	3.4947e-05	2.66929e-05
119	3.3277e-05	2.68545e-05
120	3.3863e-05	2.70162e-05
121	3.519e-05	2.71781e-05
122	3.4515e-05	2.73401e-05
123	3.5864e-05	2.75023e-05
124	3.6001e-05	2.76647e-05
125	3.5333e-05	2.78272e-05
126	3.5589e-05	2.79899e-05
127	3.5618e-05	2.81528e-05
